Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
304,195.499,373.11,933.418,0.523972,17.8607,28.1619,5.99394,30.2859,25.2991,4.93468,0,71.4936,4.01548,6.84507,28.768,149.451,70.1684,201.957,36.112,16.1601,48.5637,3.71565,0,161.658,0.884163,32.129,202.863,304.251,3.54199,0.37554,0.436779,11.4786,16.3834,4.21008,0,45.3466,2.02549,0.959146,0.894618,88.1999,
305,195.498,345.692,824.328,0.565528,13.2298,24.8116,6.64367,36.557,27.5719,4.7671,0,77.7946,4.44053,6.09822,25.3267,118.451,44.2053,211.414,30.1502,42.6224,56.4984,2.73465,0,199.028,2.89323,26.2948,211.632,185.91,3.54591,0.374656,0.436779,11.3487,16.3947,4.21008,0,28.396,3.89248,0.959146,0.892782,88.1999,
306,195.498,403.463,949.296,0.484551,16.4734,22.7907,8.59361,56.0052,21.0671,5.13439,0,91.1276,4.36834,3.7671,23.2946,150.841,60.9493,201.681,42.281,192.758,31.3005,3.95395,0,196.938,2.38971,18.4268,201.897,291.147,3.54591,0.374656,0.436779,7.46843,16.3947,4.21008,0,45.3466,3.89248,0.959146,0.892782,88.1999,
307,195.493,331.515,721.838,0.589697,13.5492,20.8813,6.43482,32.1752,23.5661,4.68197,0,81.2785,4.1397,4.17872,21.4672,119.162,54.0209,127.241,41.2607,16.5134,45.5635,3.02924,0,210.779,1.39919,27.2385,127.476,192.417,3.54016,0.373989,0.436779,10.8849,16.3947,1.80672,0,40.5705,3.89248,0.959146,0.891096,88.1999,
308,195.492,476.76,1386.93,0.410043,8.85367,107.064,3.73801,30.1994,23.6373,4.51828,0,58.6521,4.11821,3.23155,108.17,124.577,30.089,543.967,20.7533,4.30915,41.2094,2.28201,0,96.144,1.33364,14.7012,547.407,206.04,3.54016,0.372794,0.436779,8.5401,15.9242,1.45582,0,41.8667,3.80324,0.959084,0.888441,88.1753,
309,195.492,528.226,1427.26,0.370091,13.5415,101.732,9.06492,39.6336,24.8886,4.90478,0,78.4383,4.5288,5.61634,102.86,143.017,47.7321,495.02,42.5397,83.6505,47.3036,3.06797,0,179.501,3.6043,22.716,499.638,241.487,3.54016,0.372794,0.436779,9.33471,13.3308,4.21008,0,32.9472,3.42109,0.959215,0.888441,88.2034,
310,195.492,515.609,1380.62,0.379147,14.3703,110.701,3.40811,30.4393,28.3973,4.65079,0,71.5924,4.09026,6.56258,111.599,129.798,53.7679,486.127,15.2967,10.3214,51.9161,2.25923,0,133.162,1.4534,25.8103,486.888,210.877,3.54016,0.372794,0.436779,8.4478,16.4028,1.1761,0,29.0758,0.681592,0.959215,0.888441,88.2034,
311,195.489,366.747,1085.15,0.533035,11.8216,52.2961,5.13304,31.2255,21.2648,4.51336,0,66.8427,4.22902,3.13392,53.1054,113.182,50.5853,373.39,31.1142,7.06365,28.3324,2.05313,0,124.576,2.75119,13.2298,375.911,173.614,3.54016,0.372794,0.436779,7.77412,16.4028,4.21035,0,45.3109,1.52142,0.959215,0.888441,88.2034,
312,195.489,1356.34,10381.5,0.14413,10.1682,30.6636,4.40589,1058.4,22.7624,4.62196,0,77.619,4.19345,4.55948,31.2096,107.736,35.2619,233.546,18.9208,10150.3,33.5823,2.31027,0,174.497,1.50896,21.3169,233.725,99.5043,3.53743,0.372794,0.436779,1.43459,16.4211,1.2746,0,28.3934,3.89245,0.959215,0.888441,88.2034,
313,195.489,387.048,856.225,0.505077,10.2955,36.3881,5.68533,54.04,25.3506,4.89182,0,73.3119,4.27592,4.29077,36.9238,131.594,31.3606,240.275,27.0017,1025.47,41.5526,3.2938,0,165.493,2.04445,15.8637,240.519,238.732,3.52656,0.372794,0.436779,8.82665,16.4184,4.21066,0,31.8265,3.50398,0.959215,0.888441,59.5492,
314,195.485,349.093,786.435,0.55998,11.7446,30.3276,5.16285,57.2988,22.433,4.64729,0,60.1412,4.3353,4.0819,30.8689,118.052,38.0073,216.757,27.3053,241.38,35.0486,2.27856,0,87.0017,2.83481,16.3865,217.06,149.41,3.52906,0.372794,0.436779,9.08775,16.4151,2.16812,0,28.5522,3.48146,0.959215,0.888106,88.2034,
315,195.485,454.867,1087.23,0.429764,10.9631,79.0956,4.86414,31.0572,25.4965,4.69159,0,80.9315,4.18708,8.16479,79.9235,125.492,34.8015,394.65,18.0707,26.8993,45.6072,2.35683,0,209.998,1.5868,33.4492,393.605,177.806,3.52906,0.372453,0.436825,9.03009,16.4151,3.88359,0,30.1383,0.0316039,0.959215,0.887636,88.2034,
316,195.485,321.664,786.187,0.60773,10.2062,22.2953,5.34511,35.0753,23.2814,4.64006,0,78.0712,4.13102,2.90457,22.8158,112.898,44.2237,209.91,29.485,28.6957,36.2928,2.21187,0,178.222,1.36089,15.2064,210.262,152.629,3.53743,0.372453,0.436825,8.79548,16.4151,4.21058,0,45.3361,3.89245,0.959665,0.887484,88.2386,
317,195.485,473.101,1336.39,0.4132,12.6338,88.9393,7.48329,30.9987,25.8182,4.59939,0,72.6894,4.18624,7.27117,89.9311,128.55,47.1171,450.129,31.3651,9.74725,44.5547,1.83401,0,148.194,1.4293,30.0873,441.493,189.374,3.53743,0.372117,0.436825,9.1079,16.4151,4.21058,0,22.5666,3.89245,0.959665,0.886848,88.2386,
318,195.485,352.151,740.86,0.555117,7.59803,31.4448,5.60231,37.1197,23.9705,4.67245,0,80.3128,4.17977,5.6516,32.0551,119.544,22.6023,222.105,26.1483,57.337,39.3991,2.54234,0,182.471,1.52456,24.93,223.002,150.396,3.53743,0.372117,0.396884,12.6645,16.4151,0.133267,0,42.5004,3.52838,0.959665,0.886848,88.2386,
319,195.485,326.501,816.411,0.598728,11.9611,36.5124,3.96701,31.0581,20.0589,4.63541,0,53.1231,4.09858,3.53239,37.01,120.544,50.6806,249.312,20.5223,8.2162,27.3885,2.42581,0,83.1488,1.19381,18.0976,249.017,191.221,3.53899,0.372117,0.436854,8.23404,15.4608,4.21058,0,24.134,3.89245,0.959614,0.886848,88.2269,
320,195.485,338.078,900.819,0.578226,9.18487,40.8305,1.49828,31.252,19.0934,4.5365,0,67.1055,3.94877,3.72511,41.412,115.491,42.2353,278.097,9.54929,7.96102,18.0334,1.90016,0,157.552,0.531186,16.0564,278.655,174.362,3.53899,0.372117,0.436854,8.80064,16.4151,4.21058,0,31.4657,3.30244,0.959614,0.886848,88.2269,
321,195.485,421.828,1012.64,0.463424,16.0636,49.896,7.54025,32.6946,27.9495,4.56867,0,111.214,4.17612,7.08369,50.4352,110.206,56.7928,287.23,34.4563,14.0493,55.2177,2.05431,0,264.961,1.53017,31.9536,286.011,151.718,3.53899,0.372117,0.436818,8.6152,16.3942,1.50091,0,45.3361,2.97752,0.959614,0.886848,42.2607,
322,195.484,321.782,607.429,0.607505,16.9086,5.23619,4.63074,37.4078,24.2283,4.9609,0,83.0131,4.05994,6.44805,5.75966,129.129,63.5411,50.9118,23.2503,53.4368,45.3391,3.47597,0,207.143,1.1986,28.4201,49.018,212.424,3.53899,0.372117,0.436818,13.4154,16.3942,4.21029,0,34.0563,0.514395,0.959614,0.886848,88.2269,
323,195.484,323.487,795.09,0.604304,10.1511,25.3031,2.73583,37.09,23.4262,4.64028,0,73.1591,4.10391,4.38314,25.7944,112.7,44.5658,211.208,13.7007,44.0497,42.1118,2.40883,0,167.607,1.30582,22.1732,208.963,169.392,3.55665,0.372117,0.436818,7.31988,16.3942,4.21029,0,37.2853,2.87961,0.959614,0.886848,74.1967,
324,195.484,447.204,1313.09,0.437126,9.42276,67.3072,5.60607,30.5451,27.9278,4.84036,0,87.2673,4.21484,5.36403,68.0723,136.636,36.014,395.413,36.9357,8.06507,56.9461,3.35538,0,235.153,2.3546,23.1184,391.346,256.978,3.55499,0.372117,0.436818,6.60359,16.3942,4.21029,0,45.3486,3.57887,0.95945,0.886848,88.2058,
325,195.482,449.114,1028.55,0.435261,19.7665,25.4466,8.39838,35.6916,30.4213,5.377,0,105.658,4.25684,11.5409,26.1002,176.456,65.759,196.189,32.8504,53.1153,61.8284,4.97431,0,273.222,1.64469,44.2881,197.765,376.141,3.55499,0.372117,0.436818,10.9742,16.3942,4.21029,0,31.9748,3.11302,0.95945,0.886848,88.2058,
