Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,
261,685.458,905.606,910.988,0.756906,1.36341,2.7741,42.9004,3.86918,33.9478,8.49479,3.66415,43.3424,657.111,9.0787,99.0597,0,2.39084,2.87281,209.767,19.6639,22.6642,1.00094,15.3141,211.158,306.061,24.8139,222.818,0,0.80401,2.13091,0.205451,0.251665,8.52892,8.21226,1.20803,0.489196,576.613,2.58078,43.7251,0,
262,685.443,939.355,1052.12,0.729696,1.42554,3.20687,40.0773,2.46442,36.2068,8.48228,6.71129,40.5065,701.281,12.1912,86.8019,0,2.40778,4.45028,214.029,10.6562,33.0794,0.833664,21.7604,214.949,502.186,32.9644,215.692,0,0.87701,2.1303,0.205451,0.251665,9.8751,8.21924,1.20803,0.4864,592.731,2.58078,22.7462,0,
263,685.443,869.735,878.166,0.788106,1.25932,2.8964,25.722,2.6849,31.9814,8.46108,4.09397,26.0059,680.436,7.35037,78.8433,0,1.91783,3.6565,145.364,15.9314,8.75119,2.39738,14.3176,145.394,432.98,23.2609,202.98,0,0.87701,2.1303,0.205451,0.250715,7.08718,3.64745,1.20803,0.4864,592.731,2.58078,33.6746,0,
264,685.443,817.626,617.897,0.838334,1.21313,2.40874,30.2153,1.72778,34.1232,8.38451,3.94214,30.6596,612.175,5.84796,86.9282,0,2.12857,1.69251,185.358,10.9296,16.2518,0.820234,15.8205,186.698,137.199,17.2904,196.936,0,0.561752,0.459665,0.205063,0.251023,18.3419,8.21606,1.20803,0.483622,537.75,2.58078,43.8198,0,
265,685.443,942.132,1070.6,0.727545,1.44621,3.25748,38.0687,5.11157,32.647,8.43802,6.78227,38.4309,722.902,8.12986,76.918,0,2.51227,4.90218,184.119,24.4112,16.2699,1.36982,28.4568,185.115,568.933,24.0216,175.99,0,0.87701,2.1303,0.205063,0.250859,8.04361,1.00523,1.20803,0.483622,592.731,2.56675,24.4445,0,
266,685.431,843.96,759.11,0.812161,1.28425,2.58664,29.247,3.24102,37.6271,8.5884,3.9726,29.7118,636.51,7.50142,83.6901,0,2.47697,2.72307,185.547,16.4885,40.5618,1.89331,19.5677,186.335,296.531,23.2587,183.745,0,0.786926,1.00232,0.205063,0.247711,9.44855,8.18017,1.20803,0.483622,592.716,2.56675,43.8551,0,
267,685.431,898.138,951.425,0.76317,1.36971,3.00774,37.5534,4.21761,34.9759,8.35892,4.66661,37.9903,678.377,9.88542,77.735,0,2.49918,3.64827,211.505,17.0951,22.9553,0.728407,16.9551,212.844,384.935,29.5482,202.959,0,0.738231,2.1303,0.205063,0.247711,8.55189,8.18017,1.20803,0.483622,592.716,2.56675,22.7947,0,
268,685.426,834.069,671.068,0.821785,1.11293,2.80783,26.7419,2.79187,36.9998,8.38648,5.36376,27.0889,651.249,9.37923,62.1473,0,1.04722,2.74542,164.286,12.7269,28.5167,0.762806,16.8952,164.753,265.244,26.3942,108.322,0,0.658689,2.1303,0.205063,0.247711,2.01682,7.959,1.20803,0.483622,583.072,2.56675,25.535,0,
269,685.426,884.853,888.329,0.774621,0.991739,3.00204,37.755,3.54441,37.2901,8.57444,3.03078,38.0556,687.559,8.43338,56.6165,0,0.587124,3.651,183.6,17.8673,48.8218,2.44147,8.77762,183.811,418.007,26.0823,92.7801,0,0.682856,2.13063,0.204443,0.247711,6.91027,8.1689,1.20803,0.483583,592.716,2.58078,22.9747,0,
270,685.426,885.261,878.197,0.774264,1.20108,3.16376,22.3525,3.64499,33.8837,8.46445,5.32839,22.6456,696.716,6.95388,80.907,0,1.78215,4.38242,145.026,18.1823,13.6552,0.960641,19.0433,143.371,496.114,17.6913,184.669,0,0.58257,2.13063,0.204443,0.247711,7.80537,8.18017,1.20803,0.483583,592.716,2.6713,31.7903,0,
271,685.426,839.497,642.944,0.816472,1.56018,2.86872,7.70151,4.10758,40.6024,8.54751,9.12458,7.9735,653.814,11.8868,91.3107,0,2.72141,3.3383,40.086,20.1591,62.0361,2.52884,31.8217,40.193,349.989,33.0485,220.535,0,0.876951,2.13034,0.204443,0.249255,12.8233,5.15551,1.20803,0.483583,592.716,2.6713,23.6306,0,
272,685.426,897.918,911.06,0.76335,1.24664,3.01228,47.9327,2.44808,35.143,8.44425,4.08825,48.3857,682.441,8.29792,56.478,0,1.76651,3.64536,238.007,10.2835,28.1235,1.02575,15.3464,232.818,412.809,24.4585,100.338,0,0.870476,2.13058,0.204443,0.249255,7.78889,6.25568,1.20637,0.483583,592.716,2.6713,22.9573,0,
273,685.426,854.802,661.77,0.801853,1.19226,2.86982,1.55702,2.2194,76.0977,8.35986,4.43674,1.84034,649.388,8.34689,98.4939,0,1.39915,2.71863,46.5125,12.7542,326.664,0.636545,14.983,46.4274,227.369,23.2048,248.429,0,0.87601,2.13058,0.204443,0.249255,15.7069,8.18017,1.20602,0.483583,592.731,2.6713,31.7213,0,
274,685.426,882.704,861.593,0.776507,1.49761,2.8394,33.5824,1.45838,34.3562,8.22591,7.22946,34.0374,663.818,10.1026,85.5574,0,2.7081,3.21128,197.934,5.265,45.2085,0.870406,28.8297,198.689,364.102,28.1577,194.46,0,0.87601,2.13058,0.204443,0.241849,8.85642,0.921483,0.788692,0.483583,592.731,2.6706,31.6578,0,
275,685.426,959.297,1041.73,0.714509,1.45613,3.11325,52.2722,3.56529,33.3656,8.76364,8.17243,52.5902,703.897,7.97608,84.1251,0,2.65003,3.86065,207.793,18.2151,20.5569,2.53761,30.8692,207.939,445.945,21.0389,212.16,0,0.87601,2.13032,0.204443,0.243489,8.63507,8.18017,1.20602,0.483583,592.719,2.6706,22.8218,0,
276,685.426,916.635,900.309,0.747763,1.1649,2.98234,41.6712,4.63846,34.6793,8.32954,5.27819,42.082,680.894,8.6932,86.221,0,1.24514,3.60926,203.675,17.574,27.2871,0.780128,18.8142,205.27,415.027,23.8652,206.834,0,0.672187,2.13032,0.204443,0.239819,10.171,4.29664,1.20602,0.483583,592.719,2.6713,24.6275,0,
277,685.426,1080.93,1374.76,0.634106,1.60754,3.7112,57.2985,3.33437,52.288,8.45704,6.06389,57.5664,775.146,11.4697,103.991,0,2.71123,5.71968,229.055,14.7383,216.34,1.01685,20.5864,228.987,653.077,32.3437,215.51,0,0.875278,2.12996,0.157673,0.243489,7.14504,8.18017,1.20529,0.371754,592.719,2.6713,43.9275,0,
278,685.426,865.297,774.382,0.792127,1.31332,2.69386,31.6576,2.99436,34.9118,8.40358,6.63428,32.1279,644.169,8.49672,91.8946,0,2.00692,2.66958,191.548,13.3944,28.7022,0.873672,25.8868,194.911,233.928,26.0669,224.463,0,0.875278,2.12996,0.203542,0.243489,12.2557,8.18017,1.20529,0.481835,592.731,2.6713,33.431,0,
279,685.411,928.166,1018.83,0.738457,1.44904,2.70047,68.6767,3.49683,32.8958,8.62827,5.35442,69.4827,649.804,7.82141,77.8565,0,2.83469,2.67336,307.319,17.1057,14.9182,2.44934,18.5258,311.522,298.699,22.9674,180.253,0,0.875278,2.12996,0.20412,0.243489,8.54494,8.10539,1.20529,0.483583,592.731,2.68841,22.8939,0,
280,685.411,1020.69,1067.76,0.671514,1.84254,3.73372,26.9972,5.65459,51.7015,8.61207,10.3828,27.3005,756.075,11.0299,117.364,0,3.39228,5.69085,148.876,22.3846,166.147,1.20494,33.1661,151.51,624.284,27.1281,247.348,0,0.838616,2.12996,0.20412,0.250068,9.85855,8.16514,1.20529,0.483583,592.731,2.68841,23.8783,0,
281,685.411,1003.28,1210.65,0.68317,1.36357,3.22488,57.457,2.82997,32.4336,8.33166,5.04075,57.9236,717.173,11.8229,105.678,0,2.26841,4.40201,248.022,14.7563,24.6462,1.00037,18.0469,249.4,524.442,34.5814,252.837,0,0.876712,2.13032,0.20412,0.251023,8.30765,2.05371,1.20732,0.483583,592.73,2.68841,43.809,0,
282,685.411,1015.54,1111.08,0.674921,1.63255,3.64917,40.4061,6.29777,36.8645,8.49938,6.58746,40.8791,747.987,11.9765,110.764,0,3.11386,5.4373,214.587,24.5783,43.0405,1.25975,22.4394,215.936,608.82,31.124,222.289,0,0.701828,2.13071,0.20412,0.259567,7.93158,4.34645,1.20878,0.483583,592.73,2.68888,27.1264,0,
283,685.411,822.083,749.9,0.833748,1.17444,2.55653,27.0225,2.72751,32.7148,8.38993,5.3736,27.4739,633.503,7.77581,73.3711,0,1.86659,2.61801,186.672,16.2704,8.83601,0.868513,23.6292,188.028,295.353,27.5265,181.632,0,0.879252,2.13109,0.20412,0.250982,8.67215,8.16514,1.20878,0.483583,592.73,2.68888,43.809,0,
284,685.407,918.825,918.639,0.74596,1.32074,2.8715,50.2199,5.67308,36.2608,8.31771,7.67086,50.8291,658.622,8.50062,88.5395,0,2.0069,2.84021,251.487,21.9977,36.9847,1.22639,28.0438,253.468,264.573,19.9583,192.015,0,0.869002,2.13155,0.201563,0.250982,5.81895,1.82807,1.21041,0.479347,592.705,2.73035,29.0663,0,
285,685.407,870.725,855.12,0.787168,1.52235,2.91708,26.6678,2.60327,33.9235,8.37992,8.05599,27.1,668.718,7.40893,83.4282,0,2.62308,3.69076,179.715,10.7926,14.7477,1.02479,29.4984,180.918,418.568,21.3902,210.335,0,0.881175,2.13155,0.201563,0.259567,11.3014,2.65029,1.21041,0.479347,592.705,2.73035,25.8923,0,
286,685.407,857.207,799.328,0.799582,1.33567,3.11047,8.23918,4.49496,33.8218,8.49781,5.58368,8.50667,697.872,7.73552,78.0086,0,2.39988,4.51055,65.2208,21.4917,15.7923,2.39537,21.3777,65.1738,513.318,24.1959,178.324,0,0.881175,2.13155,0.201563,0.252942,11.2083,5.94347,1.21041,0.479347,592.705,2.81084,23.0716,0,
287,685.407,861.006,824.163,0.796053,1.45905,2.81382,38.1263,1.35885,34.4911,8.22145,4.75185,38.5735,659.171,8.75695,63.2825,0,2.55636,3.21343,214.834,5.89993,21.5558,0.769978,18.6093,217.351,364.078,25.6993,112.633,0,0.881175,2.13155,0.198386,0.252942,8.4104,1.38031,1.21041,0.471003,592.705,2.81084,25.979,0,
288,685.402,904.806,888.803,0.757513,1.32519,2.87111,49.7663,3.52768,34.7952,8.51301,6.73389,50.3919,670.164,9.668,67.0502,0,2.05483,3.74768,256.362,14.9933,30.4116,1.53829,26.4542,258.541,433.864,26.6573,136.352,0,0.878805,2.13155,0.198386,0.259567,8.44159,8.09569,1.21025,0.471003,592.705,2.82373,23.6294,0,
289,685.402,970.188,1057.49,0.706463,1.43481,3.14288,47.4598,4.17189,39.0387,8.32055,5.68304,47.9368,691.229,9.25687,112.514,0,2.55297,3.89305,236.423,16.8322,61.4486,1.01022,23.4265,237.383,417.453,24.1398,257.422,0,0.881141,2.132,0.198386,0.259567,1.60896,2.92615,1.21025,0.471003,592.705,2.82373,43.7751,0,
290,685.402,916.164,926.393,0.748122,1.29961,3.13172,33.4637,4.35738,32.1041,8.4392,5.29016,33.7444,700.763,10.2995,83.271,0,1.96988,4.42292,166.012,19.5971,9.73047,1.33121,18.8171,166.028,517.701,29.841,228.864,0,0.881141,2.13185,0.198386,0.263108,7.19747,1.6335,1.21025,0.471003,592.705,2.80111,22.9226,0,
291,685.402,869.689,843.018,0.7881,1.20317,2.65701,42.9456,0.922449,46.5714,8.2804,2.2281,43.5199,640.757,6.2506,74.3532,0,1.73834,2.66392,247.402,4.94027,110.74,0.420356,5.66427,249.262,276.424,18.6333,167.07,0,0.880359,2.13141,0.198386,0.263108,8.41892,7.88788,1.20914,0.471003,592.705,2.80111,40.3139,0,
292,685.402,963.629,1032.57,0.711271,1.68188,3.46927,45.9999,4.27083,31.9643,8.29842,7.99513,46.3812,742.262,10.0127,61.2934,0,3.03562,5.12579,213.991,19.4455,14.4429,1.06427,28.6301,214.132,595.43,27.2912,97.1833,0,0.879874,2.13141,0.198386,0.267644,1.95557,1.32536,1.20851,0.471003,592.705,2.83993,22.8682,0,
293,685.39,893.526,938.033,0.767063,1.22488,2.90342,37.6495,1.91497,32.6665,8.37598,4.38804,38.1176,676.341,7.77736,82.1659,0,2.20397,3.92408,216.778,13.9785,13.1822,0.97173,15.0589,218.072,453.423,23.0232,192.095,0,0.879874,2.13141,0.204306,0.267644,6.66781,7.99097,1.20851,0.485456,592.723,2.83993,43.7214,0,
294,685.39,880.188,959.401,0.778686,1.51094,2.58711,45.8162,2.99614,32.5159,8.23743,6.5802,46.3503,638.949,10.0362,84.6085,0,2.92729,2.69959,245.051,14.2418,10.7278,0.475249,25.4703,246.679,304.18,30.7062,212.279,0,0.878614,1.56716,0.204306,0.267644,4.73081,6.5705,1.20758,0.485456,592.727,2.83993,23.9482,0,
295,685.388,960.225,1105.99,0.713779,1.47516,3.22307,48.485,2.23057,34.058,8.58505,6.35406,48.9181,711.513,8.48822,86.8943,0,2.42788,4.60011,237.408,14.9713,25.6028,2.50422,21.6182,238.424,525.603,23.3975,198.405,0,0.878614,2.13099,0.204306,0.264263,6.69045,8.19041,1.20758,0.485456,592.723,2.81481,31.7511,0,
296,685.388,831.768,714.577,0.824014,1.42158,2.87801,12.7313,4.96693,33.9304,8.51203,7.45264,13.0096,664.508,6.69895,75.6583,0,2.51717,3.58611,107.724,24.6363,12.3413,2.34119,28.0888,107.286,401.634,17.3184,140.374,0,0.71678,2.13099,0.204306,0.264263,7.1436,4.93496,1.20627,0.485456,592.714,2.81481,31.577,0,
297,685.388,954.762,1053.74,0.717863,1.62187,3.58698,23.0337,4.30022,32.0361,8.5869,7.57263,23.3186,756.037,10.8673,83.8013,0,2.88398,5.80059,145.639,18.2434,8.42627,2.46536,27.6923,144.312,664.828,31.5568,207.172,0,0.878116,2.13099,0.20516,0.264263,8.70136,7.81845,1.20624,0.488579,592.714,2.78258,23.7324,0,
298,685.386,934.621,1006.53,0.73333,1.18359,3.013,35.0022,4.61168,60.6953,8.41975,5.35358,35.2976,686.026,11.205,83.8138,0,1.94922,3.68672,171.58,21.3353,274.086,1.29264,22.1583,171.71,424.851,33.1543,186.68,0,0.590586,2.13099,0.20516,0.264263,8.05053,6.80171,1.20624,0.488579,592.714,2.78258,22.6608,0,
299,685.377,876.16,657.945,0.782251,1.33268,2.88297,26.1711,4.14893,49.8337,8.44711,5.55117,26.4758,656.568,12.0119,82.7365,0,1.92752,2.92212,134.106,18.8736,102.26,1.09418,21.5174,134.409,262.584,31.931,155.715,0,0.878116,0.51548,0.20516,0.257774,10.5877,6.99929,1.20624,0.488579,574.23,2.78258,23.8112,0,
300,685.375,908.374,958.701,0.754508,1.49344,2.86335,43.3906,2.07636,35.6696,8.3673,5.51829,43.7421,669.378,8.76614,87.109,0,2.88573,3.49448,211.159,9.90821,41.2916,0.884779,20.8024,209.051,394.749,26.8157,213.041,0,0.603164,1.81745,0.20516,0.254914,2.32043,7.77957,1.20624,0.488579,592.714,2.78258,42.5352,0,
301,685.375,861.488,897.98,0.795572,1.37102,3.07603,19.0109,4.1108,31.7833,8.34392,5.34058,19.2913,697.443,7.84935,63.8676,0,2.65897,5.07013,127.016,21.5071,6.73912,0.758397,22.0461,128.003,592.276,22.9795,116.244,0,0.878116,2.13114,0.20516,0.254914,9.17377,7.08759,1.20624,0.488579,500.912,2.78258,34.7962,0,
302,685.365,819.322,666.959,0.836502,1.27218,2.56608,27.8364,1.18767,34.3282,8.3627,5.00472,28.3046,629.04,6.73182,74.6875,0,1.8786,2.34921,192.35,7.27384,17.1201,0.813027,19.0939,193.928,244.496,19.6379,153.367,0,0.878446,2.13123,0.20516,0.254914,8.87111,8.18689,1.20624,0.488579,592.714,2.78258,32.9609,0,
303,685.365,865.603,846.601,0.791777,1.52581,3.05871,14.778,5.02162,36.0616,8.44831,8.66174,15.0391,680.042,8.66502,84.3017,0,2.5645,4.01957,107.616,18.2535,21.3085,1.19368,29.6812,107.582,431.136,22.8278,186.58,0,0.874521,2.12924,0.20516,0.254914,7.5311,8.18689,1.20359,0.488579,592.715,2.82306,32.5196,0,
304,685.365,883.188,797.671,0.776012,1.35846,3.25296,12.7558,4.61788,36.355,8.42818,6.61311,13.0505,698.456,10.078,88.223,0,2.04133,4.52909,104.372,21.4816,28.2769,1.00003,23.9364,104.368,477.332,28.329,189.442,0,0.874521,2.12924,0.20516,0.254914,7.55174,8.18689,1.20359,0.488579,592.711,2.82306,22.9542,0,
305,685.361,994.451,1179.76,0.689185,1.35097,3.49823,47.076,2.22513,31.2426,8.25864,5.28005,47.5285,747.524,11.8396,88.6274,0,2.14478,5.41293,229.261,9.3533,6.25274,0.950628,18.864,236.348,629.611,33.4199,207.586,0,0.874521,2.12924,0.20516,0.254914,8.51366,1.71276,1.20359,0.488579,592.714,2.82306,22.7805,0,
306,685.361,865.385,790.347,0.791972,1.36431,2.92898,21.9656,3.1707,36.8982,8.37226,5.43494,22.2519,664.284,8.4252,90.2888,0,2.06117,3.25327,144.054,15.3094,24.9468,0.725163,17.3533,144.193,340.717,23.8285,168.425,0,0.878446,2.13123,0.20516,0.254914,7.7312,8.18689,1.20624,0.488579,592.714,2.82306,43.7762,0,
307,685.361,934.162,938.818,0.733664,1.44366,2.91794,44.3497,2.50307,35.2548,8.3918,4.22841,44.6923,667.478,11.951,110.952,0,2.49175,3.21608,203.518,10.8793,24.7249,0.726373,14.2731,204.02,358.299,32.2454,264.329,0,0.630492,2.13187,0.205315,0.242641,8.24844,8.18689,1.20995,0.488929,592.714,2.8849,23.8838,0,
308,685.361,1017.32,1210.75,0.673692,1.26562,3.17668,70.9727,4.63119,38.4249,8.60746,6.73596,71.7486,700.719,11.1919,99.8463,0,1.94882,4.65705,309.592,21.7038,59.3554,2.5537,25.4816,312.57,531.33,30.3179,252.038,0,0.881601,1.88045,0.205315,0.254889,7.57803,7.63932,1.21019,0.488929,386.203,2.8849,24.9912,0,
309,685.361,873.529,743.989,0.784589,1.64614,2.53223,38.9207,2.89601,34.8748,8.49337,9.18228,39.5108,618.702,10.93,105.841,0,3.0524,1.88307,233.312,12.6091,16.1578,1.19626,35.4714,235.211,146.461,29.8545,256.936,0,0.818477,1.62443,0.205315,0.254889,16.9632,8.18818,1.21019,0.488929,592.563,2.86037,26.018,0,
310,685.361,885.12,771.274,0.774314,1.48735,2.66226,32.6963,2.51805,33.4778,8.34148,7.39177,33.0969,634.582,9.25944,119.607,0,2.47278,2.43846,184.068,14.0285,12.6113,0.647456,28.6465,185.647,207.113,26.9723,288.213,0,0.882775,0.965144,0.205315,0.254889,2.99019,8.00285,1.21104,0.488929,417.086,2.81701,43.7901,0,
311,685.361,872.265,852.775,0.785725,1.2575,2.91287,26.1203,2.08906,45.5848,8.33346,4.4671,26.4189,674.317,9.56067,71.2033,0,1.88226,3.92297,160.865,9.64312,137.367,0.642373,17.8786,161.422,450.674,28.0889,143.57,0,0.882775,2.13259,0.20538,0.254889,8.06718,7.52238,1.21104,0.489099,592.469,2.81701,23.6314,0,
312,685.358,943.987,985.116,0.726025,1.48672,2.91207,46.2386,6.07662,38.2216,8.85183,7.84272,46.8268,655.35,10.8046,119.375,0,2.48193,2.83363,253.816,24.5591,47.4327,3.42144,26.3959,252.925,236.624,29.6704,292.42,0,0.882312,2.13261,0.204499,0.253229,7.50564,7.96544,1.20988,0.486877,592.714,2.78541,23.6317,0,
313,685.357,910.258,935.463,0.752926,1.537,2.57925,45.4613,3.62665,33.2293,8.27335,9.67889,46.0775,630.421,9.26433,120.11,0,2.85342,1.87834,243.966,17.2314,10.1785,0.927806,37.9065,246.116,191.381,24.9487,291.833,0,0.882312,2.13261,0.204499,0.253229,10.5357,5.86807,1.20988,0.486877,592.715,2.78541,43.8006,0,
314,685.357,952.454,975.578,0.71957,1.799,3.28423,29.7088,2.04195,33.7618,8.33689,8.4248,30.1202,709.236,11.1956,114.545,0,3.27454,4.85157,180.424,8.32581,13.1792,0.950908,32.602,181.699,533.075,28.3164,265.81,0,0.882312,2.13261,0.204317,0.253229,11.4017,4.61747,1.20988,0.486004,592.715,2.78541,32.1096,0,
315,685.35,952.432,1054.93,0.719579,1.45771,3.24039,46.9596,3.63778,32.9018,8.40914,7.96583,47.4236,707.62,8.99219,83.8247,0,2.24411,4.98125,231.426,16.3332,11.7775,1.02068,24.97,232.626,568.371,25.2272,192.697,0,0.884818,0.366392,0.204317,0.253229,1.0466,6.78687,1.21324,0.486004,410.951,2.78541,24.6298,0,
316,685.35,985.853,1068.33,0.695185,1.95329,3.42489,32.9994,4.68353,33.8165,8.72257,11.8522,33.328,739.806,10.1846,105.082,0,3.81545,5.26282,163.001,19.1221,21.864,2.59975,43.2198,164.081,616.467,26.5752,235.467,0,0.884818,0.751908,0.204317,0.253229,7.80828,7.57179,1.21324,0.486004,592.717,2.84658,32.6966,0,
317,685.35,837.909,664.287,0.817929,1.25579,2.64762,27.5177,1.13525,49.2349,8.33538,5.29093,27.9131,634.554,9.84482,70.1793,0,2.25149,2.60387,178.548,5.6007,153.363,0.718706,22.8253,179.165,274.553,29.4107,136.657,0,0.885055,2.13331,0.204317,0.253229,11.9995,7.61241,1.21324,0.486004,592.718,2.86645,23.7375,0,
318,685.35,965.757,1052.17,0.709651,1.58979,3.23164,47.3763,2.90812,33.9776,8.25158,8.51777,47.8298,704.351,9.94515,97.7788,0,2.94514,4.54418,225.524,13.3218,27.8544,0.957035,31.8107,230.048,506.462,27.2039,204.423,0,0.885055,2.13331,0.204317,0.254057,8.73502,2.19798,1.21324,0.486004,452.254,2.8579,43.7558,0,
319,685.35,852.501,639.716,0.803929,1.57888,2.98794,12.7474,5.00055,39.6047,8.58546,9.49293,13.0507,657.052,12.3653,90.0354,0,2.74302,2.94637,102.935,17.2856,33.4145,1.37937,30.9742,102.166,256.338,33.5939,197.548,0,0.739922,2.13293,0.204317,0.257219,9.65512,8.18688,1.21164,0.486004,592.718,2.86501,23.6316,0,
320,685.345,1064.8,2052.28,0.643639,1.4488,2.83418,45.0546,2.42721,207.052,8.43445,7.02029,45.4734,653.959,12.4366,78.6572,0,2.52211,3.14656,226.672,11.5145,1746.91,1.0967,32.0894,224.088,289.536,35.3132,179.687,0,0.883657,2.13277,0.204317,0.257219,6.94857,6.11076,1.21086,0.486004,592.719,2.88597,23.9218,0,
321,685.345,838.929,806.284,0.816929,1.24248,2.97799,20.8492,1.98902,32.3634,8.31901,3.33203,21.1312,688.227,8.3716,50.1258,0,2.02138,4.4991,143.913,10.8844,174.043,0.783902,13.2741,144.062,526.099,27.955,71.6019,0,0.883696,2.13277,0.204281,0.257143,8.96764,6.83857,1.21086,0.485994,592.719,2.84587,22.952,0,
322,685.345,785.939,545.965,0.872008,1.18375,2.56377,11.6369,0.606817,35.3211,8.2843,4.98629,11.9303,631.361,7.13236,70.9321,0,2.05445,2.4259,101.381,2.76711,25.0897,0.514216,23.2137,101.463,255.186,22.8175,163.126,0,0.883481,2.13253,0.204281,0.257219,8.44056,8.18818,1.21086,0.485994,592.715,2.8578,34.8812,0,
323,685.343,934.468,995.547,0.733405,1.23795,3.28656,25.5842,3.19694,38.2761,8.39872,6.31142,25.8802,709.319,9.42299,103.554,0,1.76183,4.95529,148.125,15.1194,36.7758,1.10416,22.8602,148.254,550.077,26.678,251.432,0,0.587233,2.12391,0.204281,0.257219,8.86027,5.7208,1.21086,0.485994,589.934,2.8578,24.6289,0,
324,685.343,1014.62,1077.85,0.67547,1.43175,3.34522,53.4782,3.50862,36.4773,8.41265,6.16723,53.7398,720.356,11.7744,115.925,0,2.36001,4.11949,206.076,16.2742,33.4124,0.993073,22.1003,206.052,462.632,31.6431,246.183,0,0.757281,2.13277,0.204281,0.251138,8.14992,7.55633,1.21086,0.485994,592.707,2.8578,23.9181,0,
325,685.342,1041.68,1234.38,0.657917,1.85704,3.44843,50.2978,6.19731,32.0353,8.46767,9.1605,50.7781,740.837,9.40007,129.205,0,3.23458,5.15169,231.081,21.409,12.3519,1.75963,31.237,232.208,598.846,24.6417,315.553,0,0.88088,2.13192,0.203549,0.251138,7.30848,4.92274,1.20712,0.484426,592.707,2.8578,24.7053,0,
326,685.333,869.842,815.931,0.787882,1.34553,2.96013,27.9931,2.66091,38.9786,8.27155,4.50261,28.4205,674.812,10.2536,69.6433,0,2.36117,4.14637,192.747,13.5033,55.6506,1.08915,17.6542,194.047,476.062,30.6542,139.821,0,0.772794,2.13192,0.203549,0.251138,9.57232,0.962733,1.20712,0.484426,592.707,2.8578,22.9774,0,
327,685.333,791.848,668.266,0.865486,0.980448,2.44574,27.2066,2.18235,32.303,8.19285,2.94951,27.6363,624.45,3.64343,59.857,0,0.842356,2.22472,189.374,13.5124,8.71909,0.475801,14.3433,190.607,254.092,6.71523,96.17,0,0.78529,2.13192,0.203549,0.251138,7.82949,6.0049,1.20712,0.484426,592.707,2.8578,43.8034,0,
328,685.333,961.807,1031.8,0.712548,1.45467,3.12637,56.7681,3.01073,33.5899,8.27878,7.1889,57.2039,695.762,11.6387,83.7849,0,2.48293,3.79978,245.784,15.075,17.0283,0.740127,23.5,244.845,419.472,32.2742,156.277,0,0.88088,2.13192,0.202073,0.251138,8.47527,6.98641,1.20712,0.480858,592.707,2.8578,22.7754,0,
329,685.333,891.359,811.39,0.768863,1.57007,3.04493,16.6426,2.99886,34.9107,8.26482,8.51119,16.9075,676.559,10.2853,111.664,0,2.76765,3.90979,101.892,12.3901,17.7126,0.56297,28.5333,105.294,433.008,28.0943,279.313,0,0.88088,2.13192,0.202073,0.222014,9.88125,5.68377,1.20712,0.480858,592.711,2.8578,23.5747,0,
330,685.333,928.718,1015,0.737934,1.343,3.21875,42.0433,3.69374,31.7689,8.33248,5.35059,42.5516,714.582,5.49944,70.3345,0,2.14012,4.79918,218.567,15.2181,7.40149,0.782443,21.389,215.812,558.955,11.3914,167.973,0,0.883078,2.13277,0.200214,0.251138,10.016,8.09064,1.21029,0.474708,592.711,2.87297,32.9922,0,
331,685.333,977.442,1094.58,0.70115,1.57617,3.45637,41.3435,3.06347,34.9169,8.43349,9.99249,41.8405,733.714,8.75808,90.3466,0,2.91789,5.47809,221.328,15.2309,24.0877,1.12722,33.9121,222.888,630.354,23.8619,194.027,0,0.606109,1.58991,0.200214,0.257338,8.34346,8.18535,1.21029,0.474708,360.742,2.87297,31.1962,0,
