Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
277,45.2757,76.3763,285.786,0.592797,4.52851,2.81393,0.265658,12.6776,0.886716,24.35,14.6461,12.4056,3.80221,17.8732,12.8671,1.48658,135.584,7.75719,6.83515,7.15179,132.67,0.394958,1.66279,1.39897,0.000523838,0.0116355,0.162808,14.4228,13.83,0.00316095,1.39981,
278,45.2757,103.441,342.286,0.437696,7.60691,4.03384,0.380062,22.3611,1.86258,25.8816,15.1608,22.2034,3.95066,27.5285,15.3368,1.52008,150.133,9.20725,16.7841,7.16522,149.374,1.29778,1.66279,1.40493,0.000523838,0.0116355,0.162808,9.39348,10.3221,0.00316095,0.904228,
279,45.2757,94.3325,346.362,0.479958,7.60387,3.99995,0.366443,18.1853,1.99428,23.9646,16.3724,17.9147,3.931,27.354,15.2575,1.72762,156.676,12.0466,6.19278,13.8481,154.345,1.14856,1.66279,1.39573,0.000523838,0.0116355,0.162808,11.0708,13.83,0.00316095,1.35201,
280,45.2757,92.2255,310.871,0.490924,7.50859,3.76474,0.418479,17.3906,1.24208,24.9502,15.8357,17.2245,3.89055,27.118,14.9445,1.95031,141.54,6.12355,13.6049,10.2048,140.242,0.775912,1.66279,0.934352,0.000523838,0.0116355,0.162808,3.85977,13.83,0.00316095,0.815775,
281,45.2757,67.6666,206.745,0.6691,4.95163,3.25102,0.225522,6.81257,2.71627,23.636,15.4622,6.73525,3.87614,20.3848,16.1574,1.15924,80.0071,17.3492,2.05655,11.2932,80.0892,0.85971,1.66279,1.39573,0.000523838,0.0116355,0.162808,12.427,13.83,0.00316095,1.62821,
282,45.2757,103.025,361.655,0.439464,7.14851,3.62833,0.410197,22.4407,1.60965,25.9126,15.7706,22.1355,3.96876,26.3462,12.8384,1.83798,162.895,9.48484,23.0422,10.8212,161.725,1.24403,1.89907,1.39573,0.000523838,0.0116355,0.162808,11.0569,13.83,0.00316095,0.910212,
283,45.2757,78.0778,307.926,0.579879,3.82346,1.97925,0.241546,14.1511,1.91269,24.1792,14.0894,13.9219,3.77922,15.6941,4.90694,1.48789,138.716,14.9661,5.22482,2.15299,136.408,0.328192,1.89907,1.39573,0.000523838,0.0116355,0.162808,12.6136,13.83,0.00316095,0.55801,
284,45.2757,109.793,396.664,0.412375,6.92022,4.47567,0.455891,23.7242,1.03414,30.5438,15.2163,23.4282,3.99425,26.2311,22.4341,2.14692,163.053,6.20769,63.3466,8.56276,161.704,1.18988,1.89907,1.39573,0.000523838,0.0116355,0.162808,12.1498,13.83,0.00316095,3.60013,
285,45.2757,88.2047,303.189,0.513302,4.8721,3.02845,0.341956,18.6421,0.774436,23.6188,14.5391,18.5441,3.84363,19.9506,13.7595,1.85579,132.851,5.94375,7.14621,4.69665,132.395,0.629931,1.89907,1.39573,0.000523838,0.0116355,0.162808,8.05103,13.83,0.00316095,1.20884,
286,45.2757,66.4901,194.714,0.680938,4.94527,2.51851,0.253354,7.0423,1.64322,24.5274,14.7832,6.98726,3.78967,20.4395,7.94422,1.30645,82.5768,11.6202,7.62866,6.03958,82.6946,0.369554,1.89907,1.39573,0.000523838,0.0116355,0.162808,9.39847,13.83,0.00316095,1.15811,
287,45.2757,96.1815,357.856,0.470732,5.70301,3.11259,0.326371,21.351,2.03294,23.7182,14.9918,21.1031,3.8425,22.1797,11.7961,1.69934,159.945,11.874,2.40355,8.70885,158.852,0.634714,1.89907,1.39573,0.000523838,0.0116355,0.162808,9.58471,13.83,0.00316095,1.13955,
288,45.2757,90.2554,342.924,0.50164,5.70196,3.06507,0.376263,18.1617,2.0393,23.5431,15.5889,17.9291,3.85008,22.0763,15.6362,1.88388,155.835,14.0983,1.94109,11.293,153.547,0.950031,1.86358,1.39573,0.000523838,0.0116355,0.162808,9.24368,13.83,0.00316095,0.266966,
289,45.2757,75.5121,240.553,0.599582,4.95396,2.87369,0.278715,12.0453,0.714359,23.6212,15.1135,11.9955,3.91589,20.3892,10.8358,1.56076,103.357,4.4856,1.69506,9.44911,103.524,1.07997,1.89907,1.39573,0.000523838,0.0116355,0.162808,9.10635,13.83,0.00316095,3.02849,
290,45.2757,91.3657,392.783,0.495544,3.57116,1.95807,0.290201,22.014,0.26837,23.7523,14.0943,21.5599,3.85744,13.3788,4.6591,1.85451,188.194,0.50016,0.944389,1.76349,183.489,0.563035,1.88881,1.40342,0.000523838,0.0116355,0.162808,14.8838,13.83,0.00316095,3.60013,
291,45.2757,128.426,477.634,0.352542,7.25403,4.32062,0.511301,35.9632,1.676,23.3899,16.0361,35.4956,3.77943,25.9601,16.1274,2.31891,218.643,10.1709,2.3521,12.252,216.818,0.730889,1.89907,1.40231,0.000523838,0.0116355,0.162808,9.64611,13.83,0.00316095,0.450005,
292,45.2757,72.6313,207.337,0.623363,6.71875,3.66116,0.345382,7.69197,1.47481,25.1891,16.0254,7.65352,3.87116,25.5498,15.0661,1.56596,89.6535,7.86202,15.781,12.2353,89.8573,0.936506,1.90587,1.40342,0.000523838,0.0116355,0.162808,9.05913,13.8344,0.00316095,1.68161,
293,45.2554,91.413,320.717,0.495065,4.16702,4.50673,0.308377,19.819,0.71836,23.5857,14.8284,19.6899,3.78953,17.8367,21.4304,1.68076,137.281,5.716,2.47587,6.36714,137.692,0.491899,1.90587,1.40493,0.000523838,0.0116355,0.162808,9.45135,13.8344,0.00316095,0.836352,
294,45.2064,78.6907,292.819,0.574482,4.1468,2.32591,0.256284,14.6355,0.662719,23.6777,14.6995,14.4036,3.88271,16.7797,7.25338,1.39338,139.159,3.73368,1.30349,7.89033,137.125,0.820557,1.90587,1.40493,0.000474546,0.0116355,0.162808,12.3413,13.8344,0.00316095,3.60013,
295,45.2064,114.1,399.062,0.396199,6.16753,4.02771,0.450445,25.7949,2.42431,30.7691,15.0308,25.5322,3.90303,23.3651,17.3518,2.12909,175.646,15.5241,81.0682,7.16425,174.176,0.842842,1.90587,1.40195,0.000474546,0.0116355,0.162808,9.32604,13.8344,0.00316095,2.10776,
296,45.2064,73.3436,211.481,0.616364,5.73439,2.99365,0.262289,10.6324,0.879326,23.7632,14.6862,10.5835,3.80869,26.9417,13.6032,1.36337,84.1187,5.76632,7.15375,7.50037,85.1208,0.49519,1.90587,1.40493,0.000474546,0.0116355,0.162808,12.0071,5.95087,0.00316095,1.28462,
297,45.2064,72.7099,197.789,0.621736,7.31736,4.01953,0.505945,7.48988,1.2752,23.9457,16.9583,7.43303,3.76496,26.5831,15.8951,2.33727,82.4386,7.2745,6.30138,15.7014,82.0307,0.421976,1.90587,1.40493,0.000474546,0.0116355,0.162808,9.74207,13.8344,0.00316095,0.377783,
298,45.2064,80.2759,253.248,0.563138,5.94982,4.6752,0.376324,11.2565,2.57875,25.9285,14.4551,11.161,3.89473,23.7571,19.9032,1.86214,103.577,16.6326,22.8095,5.30616,102.943,0.892533,1.89316,1.40493,0.000474546,0.0116355,0.162808,11.0254,10.8574,0.00316095,1.32405,
299,45.2064,91.8828,348.18,0.492001,4.61491,2.85803,0.239022,20.34,1.55062,23.9746,14.3993,20.0652,3.84104,19.1112,12.6854,1.19021,159.524,11.8663,3.66074,4.89466,156.881,0.432943,1.89316,1.40401,0.000474546,0.0116355,0.162808,8.67899,13.8344,0.00316095,3.60013,
300,45.2064,77.2292,298.231,0.585354,3.81229,2.8989,0.180779,14.0817,0.314352,23.7064,14.504,13.8446,3.88614,15.4527,12.6328,1.03101,136.58,1.49836,1.28433,5.67507,134.266,0.91973,1.89316,1.40493,0.000474546,0.0116355,0.162808,12.8563,13.8344,0.00316095,3.60013,
301,45.2064,104.531,382.594,0.43247,5.77834,5.32854,0.471594,24.1797,1.78974,23.543,15.7649,23.8296,3.84529,21.4567,26.0513,2.28944,171.565,11.8566,1.85446,11.4821,169.185,0.754967,1.89087,1.40493,0.000474546,0.0116355,0.162808,10.5766,13.8344,0.00316095,0.911639,
302,45.2064,73.3755,242.446,0.616097,3.33221,3.93073,0.224127,6.84618,0.748203,33.2663,14.3578,6.76485,3.90512,12.9458,22.4262,1.3489,79.0737,5.42623,116.167,3.95125,80.997,0.973074,1.87544,1.40493,0.000474546,0.0116355,0.162808,12.7686,13.8344,0.00316095,3.60013,
303,45.2064,86.974,278.966,0.519769,7.06078,3.38341,0.507385,13.9486,1.98029,26.7014,15.6859,13.8827,3.82343,27.383,15.0911,2.43508,115.634,13.3066,34.9055,10.5731,115.496,0.772791,1.87544,1.40493,0.000474546,0.0116355,0.162808,9.37664,13.8344,0.00316095,1.37542,
304,45.2064,93.2137,355.874,0.484976,5.4359,2.7726,0.264888,20.3759,1.82963,24.109,14.5252,20.1095,3.79111,21.01,9.57414,1.35161,159.715,11.4458,5.14973,5.56146,157.483,0.51101,1.87544,1.40493,0.000474546,0.0116355,0.162808,9.52797,5.34224,0.00316095,0.827887,
305,45.2064,113.329,414.169,0.398896,5.61396,3.47511,0.356494,29.4608,2.55335,23.6176,15.2314,29.1576,3.86255,20.6266,12.6831,1.61493,185.936,16.064,2.17555,9.21869,184.387,0.789428,1.87544,1.40493,0.000432178,0.0116355,0.162808,8.62351,13.8373,0.00316095,1.05511,
306,45.2064,117.954,506.85,0.383255,4.38298,3.34321,0.283337,33.5799,1.79349,23.9532,14.0368,32.7589,3.82217,16.6237,15.352,1.51864,234.017,12.804,1.09516,1.3871,228.612,0.57126,1.87544,1.40493,0.000432178,0.0116355,0.162808,23.236,13.8454,0.00316095,1.32638,
307,45.2064,84.5922,341.734,0.534404,3.74686,3.00054,0.166617,17.657,0.766778,23.7296,14.2737,17.3818,3.86928,14.9384,14.4222,0.835716,155.513,5.02877,1.24233,3.64246,153.688,0.640241,1.87544,1.40493,0.000432178,0.0116355,0.162808,9.34224,13.8471,0.00316095,3.70563,
308,45.2064,105.08,354.716,0.430208,6.41611,4.49752,0.284277,21.8573,1.63252,29.4349,15.2452,21.7421,3.97026,23.9875,21.8864,1.27463,140.99,8.08463,70.2111,8.96865,140.678,1.20027,1.87544,1.40493,0.000432178,0.0116355,0.162808,9.15381,13.8471,0.00316095,1.6949,
309,45.2064,141.96,530.746,0.318445,7.30691,3.97202,0.342746,41.3331,2.70788,27.1558,14.7307,40.5725,3.83823,26.1351,18.3095,1.48029,243.277,16.443,37.7122,4.77098,239.343,0.675573,1.87544,1.40493,0.000432178,0.0116355,0.162808,13.1884,13.8471,0.00316095,0.98485,
310,45.2064,87.2436,283.461,0.518163,6.39758,4.90583,0.436932,14.5496,1.94594,25.2268,15.5264,14.4387,3.81586,23.9966,23.1118,2.05161,114.526,11.3495,16.0829,9.29883,116.692,0.561227,1.87544,1.40493,0.000432178,0.0116355,0.162808,10.4972,13.8471,0.00316095,1.21366,
311,45.2064,103.509,361.873,0.436738,7.66983,2.86461,0.414373,23.1905,2.02884,25.1617,15.3615,22.8945,3.92322,27.9598,8.96929,1.82934,162.765,9.868,13.9511,9.36611,160.542,1.13896,1.87544,1.40493,0.000432178,0.0116355,0.162808,9.21644,7.15884,0.00316095,1.51115,
312,45.2064,78.6621,292.718,0.574691,5.56439,4.26741,0.257561,11.8942,1.94939,24.0891,15.1537,11.6183,3.86814,22.1859,17.5255,1.2592,136.432,11.9606,3.01157,8.7171,133.763,0.771983,1.87544,1.40493,0.000432178,0.0116355,0.162808,14.0026,13.8471,0.00316095,0.359805,
313,45.2064,87.5802,284.264,0.516171,5.63216,2.79898,0.313019,17.4982,1.61544,23.9847,14.505,17.4206,3.8121,22.2934,9.73111,1.6345,122.003,13.2587,3.49059,5.14513,121.506,0.58862,1.87544,1.40493,0.000432178,0.0116355,0.162808,11.1662,8.88657,0.00316095,0.981219,
314,45.2064,93.6141,296.892,0.482901,6.95061,5.83787,0.442092,18.0919,0.886154,24.3381,15.22,17.9928,3.85463,26.7338,27.1795,2.16239,123.818,5.887,8.28715,8.80835,123.275,0.966935,1.87544,1.40493,0.000432178,0.0116355,0.162808,10.2806,13.8471,0.00316095,0.858984,
315,45.2064,75.4283,223.375,0.599329,5.35321,4.54642,0.260286,10.3902,1.2104,24.1031,15.462,10.3403,3.76241,20.3461,21.3483,1.28494,91.0719,8.33228,6.09772,9.73638,90.5288,0.385956,1.87544,1.40493,0.000432178,0.0116355,0.162808,10.1349,13.8471,0.00316095,1.04822,
316,45.2064,77.6276,243.878,0.582349,5.3317,3.50876,0.321551,11.8152,1.38398,24.1608,15.5095,11.7414,3.85472,21.1488,20.6343,1.6797,101.318,9.51565,6.99368,10.2218,100.947,0.672789,1.87544,1.40493,0.000432178,0.0116355,0.144066,8.77976,13.8536,0.00316095,3.09642,
317,45.2064,84.4362,310.635,0.535391,5.59282,3.35266,0.410892,15.4716,1.03293,24.6353,14.8395,15.2291,3.87127,21.8677,13.3875,2.20528,141.932,7.15837,9.77661,7.46589,139.75,0.56216,1.87544,1.40493,0.000432178,0.0116355,0.162808,13.2234,13.8536,0.00316095,3.70538,
318,45.2064,73.4081,279.193,0.615823,4.57915,2.67683,0.172697,11.2557,0.732063,24.3118,14.8203,11.0102,3.84942,18.2352,10.4755,0.828731,132.669,4.00274,6.98596,7.677,129.977,0.84908,1.87544,1.40493,0.000432178,0.0116355,0.162808,13.3338,13.8536,0.00316095,1.71132,
319,45.2064,85.9707,273.651,0.525835,5.43115,4.1661,0.300309,15.5009,2.02488,23.5271,15.7424,15.4467,3.83115,21.4586,20.8676,1.53254,112.706,12.007,2.12841,11.1809,112.613,0.760611,1.87544,1.40493,0.000432178,0.0116355,0.162808,9.26863,13.8536,0.00316095,0.279116,
320,45.2064,79.5619,276.746,0.568191,5.04526,3.07746,0.230824,13.4743,1.60584,23.6088,15.2503,13.382,3.88708,21.3457,17.1618,1.19788,114.488,14.216,1.7184,9.80809,113.821,0.989831,1.87544,1.40493,0.000432178,0.0116355,0.162808,9.49336,13.8536,0.00316095,2.15466,
321,45.2064,70.5998,200.4,0.640319,4.75765,3.32182,0.320817,9.3926,0.680467,24.6066,14.308,9.34502,3.86678,19.4544,15.8216,1.86512,86.7483,5.23501,9.69488,4.06343,86.271,0.880327,1.87544,1.40493,0.000432178,0.0116355,0.162808,9.91286,7.95133,0.00316095,3.70538,
322,45.2064,116.483,413.888,0.388095,6.19023,6.23034,0.343731,29.4768,2.34587,23.5532,15.4677,29.1231,3.75175,22.8029,30.6635,1.58178,180.819,13.8457,2.16378,9.24474,181.123,0.332548,1.87544,1.40493,0.000432178,0.0116355,0.162808,8.78964,13.8536,0.00316095,0.978745,
323,45.2064,52.2302,47.5749,0.865522,4.43866,2.48993,0.250638,0.433092,0.785534,24.9046,14.7093,0.405016,3.8134,17.5299,9.85977,1.45158,3.75613,4.72263,8.44401,5.5344,28.858,0.603991,1.87544,1.40493,0.000432178,0.0116355,0.162808,23.7668,13.8536,0.00316095,2.08707,
324,45.2064,72.6194,308.889,0.622511,3.729,2.69404,0.186231,11.5489,0.977918,23.8707,14.5959,11.2082,3.80855,14.925,13.6512,1.14878,139.474,7.83206,1.84681,7.80191,136,0.467965,1.87544,1.40493,0.000432178,0.0116355,0.162808,12.3153,13.8536,0.00316095,1.33407,
325,45.2064,109.898,407.859,0.41135,6.96405,3.5196,0.359956,25.2735,2.54672,27.1779,15.1953,24.9645,3.8962,27.1356,14.7236,1.6954,178.435,16.918,39.5656,7.90617,176.938,1.17598,1.87544,1.40493,0.000432178,0.0116355,0.162808,9.39079,13.8581,0.00316095,1.97018,
326,45.2064,83.6924,231.165,0.540149,6.68943,4.55127,0.370744,9.02896,2.81212,31.3606,15.9604,8.98244,3.93649,24.317,19.2151,1.72521,85.6447,13.9555,67.0946,11.3541,86.2003,1.18905,1.87544,1.40493,0.000432178,0.0116355,0.162808,10.4927,13.8108,0.00316095,0.581361,
327,45.2064,132.108,473.739,0.342192,6.92651,3.07768,0.339898,37.9248,3.33999,23.4062,15.5066,37.6066,3.9801,26.6681,14.2269,1.64059,206.32,19.1346,8.30727,8.97753,204.013,1.06794,1.87544,1.40493,0.000432178,0.0116355,0.162808,9.43083,13.8108,0.00316095,3.67906,
328,45.2064,92.5763,328.35,0.488315,6.72922,4.44988,0.350365,16.6934,1.72096,27.5373,14.7448,16.4244,3.92583,25.6291,17.5682,1.63562,150.066,9.06651,35.8653,5.10446,146.416,1.08069,1.87544,1.40493,0.000432178,0.0088478,0.162808,13.4169,13.8108,0.00316095,1.61908,
329,45.2064,94.9719,348.358,0.475997,6.6015,4.89806,0.375585,18.7275,2.71596,24.3316,14.9624,18.4157,3.94352,25.0267,24.0561,1.78724,150.353,15.9855,5.8666,8.40389,147.343,1.12339,1.87544,1.40493,0.000432178,0.0088478,0.162808,12.4511,13.8108,0.00316095,2.57426,
330,45.2064,91.9605,329.792,0.491585,6.53839,3.81525,0.456316,18.0311,1.64407,24.4189,15.2793,17.8038,3.97336,24.6099,14.4646,2.23603,151.17,12.1017,7.90152,9.17524,149.034,1.20302,1.85028,1.40493,0.000432178,0.0088478,0.162808,10.3765,13.8108,0.00316095,3.34171,
331,45.2064,72.2575,227.066,0.625629,4.78473,2.37219,0.251852,10.2888,1.28396,24.0072,15.1504,10.2557,3.86269,19.7525,9.18056,1.45919,93.3148,8.37229,4.40585,8.79382,93.5021,0.890623,1.85028,1.4049,0.000432178,0.0088478,0.162808,9.38354,13.8108,0.00316095,3.23754,
332,45.2064,77.5228,260.202,0.583136,4.75694,2.02607,0.159742,13.7297,0.66337,24.1102,14.537,13.6489,3.89086,19.3752,4.6522,0.812921,116.755,3.35694,6.48195,5.97792,116.743,1.09549,1.85028,1.40493,0.000432178,0.0088478,0.162808,2.72005,5.06528,0.00316095,0.54764,
333,45.2064,95.5237,406.746,0.473248,4.41125,2.40288,0.263833,22.2108,2.26751,23.6724,14.6854,21.7673,3.84237,16.9713,7.34366,1.50028,189.284,16.1884,1.42027,7.76742,185.806,0.707101,1.85028,1.40493,0.000432178,0.0088478,0.162808,11.9219,13.8108,0.00316095,0.439285,
334,45.2064,67.7466,208.609,0.667286,4.16616,2.04516,0.222158,9.09329,1.32081,23.837,14.2433,9.05315,3.76554,18.7522,6.36912,1.43943,86.3325,10.1353,1.56505,4.25223,86.3839,0.229612,1.85028,1.40493,0.000432178,0.0088478,0.162808,9.63963,8.78061,0.00316095,1.38121,
335,45.2064,113.133,366.6,0.399586,7.8019,5.13288,0.503981,27.4307,1.56127,23.7819,15.7169,27.2969,3.90658,28.8044,24.2921,2.34534,154.112,9.3877,4.88243,10.3828,154.504,1.19265,1.85028,1.40493,0.000432178,0.0088478,0.162808,9.28781,13.8108,0.00316095,0.928808,
336,45.2064,105.887,339.595,0.426932,9.10133,4.9663,0.563522,19.7668,1.73367,29.9462,16.4151,19.5508,3.84288,30.5676,17.8966,2.33512,148.619,8.25185,67.1414,13.2019,146.669,0.727736,1.85028,1.40493,0.000432178,0.00423005,0.162808,12.2946,13.8108,0.00284723,0.967185,
337,45.1317,79.6867,278.485,0.566364,5.01415,2.88879,0.294725,13.7563,1.04629,24.1084,14.9909,13.7018,3.88531,21.5924,11.7132,1.72279,117.165,8.54077,8.19378,7.83288,117.013,0.958494,1.85028,1.40493,0.000432178,0.00423005,0.162808,9.55532,13.8108,0.00284723,2.55613,
338,45.1317,64.9943,176.105,0.694394,4.8591,3.49528,0.314899,6.22064,1.05466,23.9267,15.076,6.20282,3.84418,20.1825,16.0526,1.87742,71.8044,9.21167,3.1125,8.43318,71.6534,0.849766,1.85028,1.4111,0.000432178,0.00423005,0.164274,10.7991,13.8108,0.00284723,0.688402,
339,45.1317,87.1025,325.049,0.518144,5.63336,3.11741,0.220488,16.9088,1.28911,24.2013,15.2546,16.6473,3.83011,22.4046,11.5147,1.05799,150.73,9.48319,6.42797,9.51651,147.11,0.59501,1.85028,1.4111,0.000432178,0.00423005,0.164274,10.6537,13.8108,0.00284723,2.37627,
340,45.1317,118.101,406.361,0.382145,7.3215,3.50727,0.439399,30.4266,2.68923,23.6222,16.0373,30.1731,3.88427,26.3001,12.5146,2.03181,179.333,16.8248,2.84833,12.1748,177.865,1.16869,1.85028,1.4111,0.000432178,0.00423005,0.164274,10.1358,13.8108,0.00284723,0.446004,
341,45.1317,116.845,442.797,0.386251,7.39219,4.74764,0.491121,29.1762,2.68689,23.9493,15.802,28.7451,3.8549,26.662,20.91,2.19601,203.261,14.1737,5.70155,11.1211,200.009,0.857387,1.85028,1.4111,0.000432178,0.00423005,0.164274,9.17707,13.8108,0.00284723,0.894759,
342,45.1252,103.024,385.978,0.438006,4.90399,4.97841,0.304388,24.6,1.40628,23.6075,15.1299,24.2737,3.82015,19.4183,22.3814,1.69434,176.115,9.76214,1.78267,8.55571,173.009,0.649943,1.85028,1.4111,0.000432178,0.00423005,0.164274,9.39884,13.8108,0.00284723,1.07916,
343,45.1252,77.8414,268.321,0.579707,4.63707,2.48815,0.248883,13.3244,1.43094,23.5484,15.1785,13.2068,3.77827,18.7371,10.0405,1.63457,120.587,11.4483,2.21728,9.51015,119.958,0.186399,1.85028,1.4111,0.000474546,0.00423005,0.164274,1.69901,13.8108,0.00284723,2.24145,
344,45.1252,115.654,451.592,0.390173,5.53002,4.06941,0.33466,31.8619,0.536564,23.7159,14.3341,31.3293,3.94255,21.6238,18.4374,1.81532,207.869,2.66412,1.35456,3.73242,204.811,1.0413,1.85028,1.4111,0.000474546,0.00423005,0.164274,11.6203,11.0426,0.00284723,3.67906,
345,45.1252,169.515,598.746,0.266201,7.72547,3.96873,0.461377,56.2428,2.97372,23.6629,15.3169,55.3677,3.79574,26.1641,14.0856,1.98864,279.184,17.0027,3.3623,7.74409,276.209,0.639961,1.85028,1.4111,0.000474546,0.00423005,0.164274,6.78787,13.8108,0.00284723,0.367924,
346,45.1252,64.7847,159.813,0.696542,4.87869,3.52506,0.241041,6.45341,0.480185,24.4318,14.5336,6.41909,3.82185,20.5143,16.6367,1.38209,69.8824,3.22107,6.6445,5.35827,77.5307,0.867192,1.85028,1.4111,0.000474546,0.00423005,0.164274,12.6866,13.8108,0.00284723,1.27946,
347,45.1252,75.8583,224.197,0.594862,5.82226,4.58005,0.290932,7.32267,0.960824,30.5817,15.1686,7.26848,3.86279,23.4071,19.4586,1.62612,80.685,5.60257,71.3755,8.58699,80.2887,0.929067,1.85028,1.4111,0.000474546,0.00423005,0.164274,10.6872,13.8108,0.00284723,1.22393,
348,45.1252,98.1674,315.511,0.459676,7.26151,4.76064,0.460186,13.9376,1.01571,37.7389,15.1442,13.8541,3.99465,28.5271,22.3482,2.29695,113.696,7.24206,119.715,6.94543,113.358,1.33932,1.87877,1.4111,0.000474546,0.00423005,0.164274,9.58161,13.8108,0.00284723,2.70387,
349,45.1252,92.9477,348.618,0.48549,5.68465,3.58208,0.309573,18.0654,2.48198,26.6957,14.5722,17.7771,3.77901,22.7726,15.9912,1.67929,155.482,15.6337,27.9089,4.47181,152.927,0.561246,1.87469,1.4111,0.000474546,0.00423005,0.164274,12.0725,13.8108,0.00284723,0.478639,
350,45.1252,70.3556,282.575,0.641388,3.8435,1.7662,0.208473,11.1122,0.357675,24.1421,14.2433,10.8441,3.83801,16.4318,3.51484,1.48193,134.387,2.78052,4.3082,3.21893,131.505,0.689697,1.87877,1.4111,0.000474546,0.00423005,0.164274,23.784,13.8108,0.00284723,2.73889,
351,45.1252,82.6489,234.09,0.545987,6.02109,4.19142,0.403928,9.07372,2.86046,31.5043,15.629,9.06228,3.90272,22.5901,17.8247,2.04151,75.7706,18.329,96.9667,11.1414,75.6486,1.03211,1.87877,1.4111,0.000474546,0.00423005,0.12623,12.4116,13.8108,0.00284723,2.26925,
352,45.1252,113.108,425.117,0.398958,6.24149,4.36376,0.479511,25.9725,0.459054,30.9621,15.2454,25.5229,3.86098,23.0784,18.3037,2.42455,192.539,3.21081,89.881,9.13042,189.695,0.949422,1.87877,1.4111,0.000474546,0.00423005,0.159383,12.9073,13.8108,0.00284723,1.56987,
353,45.1252,105.67,422.999,0.427038,5.6106,2.92139,0.261427,26.7907,1.56501,23.9276,14.4333,26.3175,3.84278,22.1992,9.86252,1.35806,196.801,10.5248,7.52642,4.001,193.022,0.769453,1.87877,1.4111,0.000474546,0.00423005,0.164274,11.9254,13.8108,0.00284723,0.476771,
354,45.1252,60.3895,183.232,0.747236,2.94753,1.49535,0.155315,6.87218,0.198273,23.7521,14.3146,6.83794,3.8162,12.2054,1.55297,1.3652,84.9843,1.36986,1.19106,4.70175,84.7996,0.32777,1.87877,1.4111,0.000474546,0.00423005,0.164274,9.37435,13.8108,0.00284723,3.67906,
355,45.1252,76.3788,266.703,0.590808,3.84013,2.56867,0.169327,13.8926,0.379633,23.6229,14.2424,13.8197,3.84349,16.0771,10.1792,1.21898,118.665,1.77729,1.98028,4.01856,117.811,0.563596,1.87877,1.40871,0.000474546,0.00423005,0.164274,3.92318,11.7464,0.00284723,3.61509,
356,45.1252,95.1228,356.366,0.474389,4.33726,1.95567,0.192765,18.9354,1.14179,31.4785,14.4925,18.7284,3.86062,16.9512,3.73387,1.09436,150.771,7.99513,94.8107,5.36562,149.165,0.703987,1.87877,1.4111,0.000474546,0.00423005,0.164274,8.96659,13.8108,0.00284723,2.57066,
357,45.1252,76.1506,271.882,0.592579,5.6075,2.46297,0.387017,11.6778,0.941858,24.899,14.914,11.5151,3.74533,22.6711,9.81717,2.18453,125.544,6.91793,13.2466,7.85243,123.814,0.323053,1.84104,1.4111,0.000474546,0.00423005,0.164274,10.9078,13.8108,0.00284723,1.0015,
358,45.1252,67.8185,207.109,0.665383,3.99994,1.96045,0.103006,8.10885,0.526793,26.6701,14.5365,8.07893,3.8338,17.6497,4.55598,0.621704,84.63,2.93427,35.6656,5.66482,84.5207,0.547141,1.84104,1.4111,0.000474546,0.00423005,0.164274,9.47781,13.8108,0.00284723,3.67906,
359,45.1252,72.8047,233.365,0.619812,4.71881,3.14253,0.276971,10.3975,1.50762,23.7017,14.756,10.3701,3.93341,19.5803,14.4908,1.62202,95.1908,11.2768,3.24333,8.22498,94.8622,1.08657,1.84104,1.4111,0.000474546,0.00423005,0.164274,12.3009,9.82499,0.00284723,3.67906,
360,45.1252,86.5711,247.418,0.521251,6.78408,3.48117,0.46559,14.4679,1.93838,25.2349,15.969,14.416,3.81411,25.8585,13.8285,2.09793,106.746,10.3244,17.0753,11.6591,106.666,0.661386,1.84104,1.4111,0.000474546,0.00423005,0.164274,5.53006,13.8108,0.00284723,1.61735,
361,45.1252,76.2629,217.963,0.591706,5.04947,4.29301,0.292754,11.1765,1.33267,23.7598,15.4301,11.1395,3.78905,19.9848,19.8915,1.53782,92.6211,9.05603,2.8407,10.6037,92.4773,0.661289,1.84104,1.4111,0.000474546,0.00423005,0.164274,9.1649,13.8108,0.00284723,0.883393,
